,WikiPageName,Party,State,congress_number
449,Chris_Smith_(New_Jersey_politician),Republican,New Jersey,114
450,Steny_Hoyer,Democratic,Maryland,114
451,Marcy_Kaptur,Democratic,Ohio,114
452,Sander_Levin,Democratic,Michigan,114
453,Joe_Barton,Republican,Texas,114
454,Pete_Visclosky,Democratic,Indiana,114
455,Peter_DeFazio,Democratic,Oregon,114
456,John_Lewis_(civil_rights_leader),Democratic,Georgia,114
457,Louise_Slaughter,Democratic,New York,114
458,Lamar_Smith,Republican,Texas,114
459,Fred_Upton,Republican,Michigan,114
460,Nancy_Pelosi,Democratic,California,114
461,Jimmy_Duncan_(politician),Republican,Tennessee,114
462,Frank_Pallone,Democratic,New Jersey,114
463,Eliot_Engel,Democratic,New York,114
464,Nita_Lowey,Democratic,New York,114
465,Jim_McDermott,Democratic,Washington,114
466,Richard_Neal,Democratic,Massachusetts,114
467,Dana_Rohrabacher,Republican,California,114
468,Ileana_Ros-Lehtinen,Republican,Florida,114
469,José_E._Serrano,Democratic,New York,114
470,David_Price_(American_politician),Democratic,North Carolina,114
471,John_Boehner,Republican,Ohio,114
472,Rosa_DeLauro,Democratic,Connecticut,114
473,Collin_Peterson,Democratic,Minnesota,114
474,Maxine_Waters,Democratic,California,114
475,Sam_Johnson,Republican,Texas,114
476,Jerrold_Nadler,Democratic,New York,114
477,Jim_Cooper,Democratic,Tennessee,114
478,Xavier_Becerra,Democratic,California,114
479,Sanford_Bishop,Democratic,Georgia,114
480,Corrine_Brown,Democratic,Florida,114
481,Ken_Calvert,Republican,California,114
482,Jim_Clyburn,Democratic,South Carolina,114
483,Anna_Eshoo,Democratic,California,114
484,Bob_Goodlatte,Republican,Virginia,114
485,Gene_Green,Democratic,Texas,114
486,Luis_Gutiérrez,Democratic,Illinois,114
487,Alcee_Hastings,Democratic,Florida,114
488,Eddie_Bernice_Johnson,Democratic,Texas,114
489,Peter_T._King,Republican,New York,114
490,Carolyn_Maloney,Democratic,New York,114
491,John_Mica,Republican,Florida,114
492,Lucille_Roybal-Allard,Democratic,California,114
493,Ed_Royce,Republican,California,114
494,Bobby_Rush,Democratic,Illinois,114
495,Bobby_Scott_(politician),Democratic,Virginia,114
496,Nydia_Velázquez,Democratic,New York,114
497,Bennie_Thompson,Democratic,Mississippi,114
498,Sam_Farr,Democratic,California,114
499,Frank_Lucas_(Oklahoma_politician),Republican,Oklahoma,114
500,Lloyd_Doggett,Democratic,Texas,114
501,Michael_F._Doyle,Democratic,Pennsylvania,114
502,Chaka_Fattah,Democratic,Pennsylvania,114
503,Rodney_Frelinghuysen,Republican,New Jersey,114
504,Sheila_Jackson_Lee,Democratic,Texas,114
505,Walter_B._Jones_Jr.,Republican,North Carolina,114
506,Frank_LoBiondo,Republican,New Jersey,114
507,Zoe_Lofgren,Democratic,California,114
508,Mac_Thornberry,Republican,Texas,114
509,Ed_Whitfield,Republican,Kentucky,114
510,Elijah_Cummings,Democratic,Maryland,114
511,Earl_Blumenauer,Democratic,Oregon,114
512,Robert_Aderholt,Republican,Alabama,114
513,Kevin_Brady,Republican,Texas,114
514,Danny_K._Davis,Democratic,Illinois,114
515,Diana_DeGette,Democratic,Colorado,114
516,Kay_Granger,Republican,Texas,114
517,Rubén_Hinojosa,Democratic,Texas,114
518,Ron_Kind,Democratic,Wisconsin,114
519,Jim_McGovern_(American_politician),Democratic,Massachusetts,114
520,Bill_Pascrell,Democratic,New Jersey,114
521,Joe_Pitts,Republican,Pennsylvania,114
522,Loretta_Sanchez,Democratic,California,114
523,Pete_Sessions,Republican,Texas,114
524,Brad_Sherman,Democratic,California,114
525,John_Shimkus,Republican,Illinois,114
526,Adam_Smith_(politician),Democratic,Washington,114
527,Gregory_Meeks,Democratic,New York,114
528,Lois_Capps,Democratic,California,114
529,Barbara_Lee,Democratic,California,114
530,Bob_Brady,Democratic,Pennsylvania,114
531,Steve_Chabot,Republican,Ohio,114
532,Mike_Capuano,Democratic,Massachusetts,114
533,Joe_Crowley,Democratic,New York,114
534,John_B._Larson,Democratic,Connecticut,114
535,Grace_Napolitano,Democratic,California,114
536,Paul_Ryan,Republican,Wisconsin,114
537,Jan_Schakowsky,Democratic,Illinois,114
538,Mike_Simpson,Republican,Idaho,114
539,Mike_Thompson_(California_politician),Democratic,California,114
540,Greg_Walden,Republican,Oregon,114
541,Lacy_Clay,Democratic,Missouri,114
542,Ander_Crenshaw,Republican,Florida,114
543,John_Culberson,Republican,Texas,114
544,Susan_Davis_(politician),Democratic,California,114
545,Sam_Graves,Republican,Missouri,114
546,Mike_Honda,Democratic,California,114
547,Steve_Israel,Democratic,New York,114
548,Darrell_Issa,Republican,California,114
549,James_Langevin,Democratic,Rhode Island,114
550,Rick_Larsen,Democratic,Washington,114
551,Betty_McCollum,Democratic,Minnesota,114
552,Adam_Schiff,Democratic,California,114
553,Pat_Tiberi,Republican,Ohio,114
554,Bill_Shuster,Republican,Pennsylvania,114
555,Randy_Forbes,Republican,Virginia,114
556,Stephen_F._Lynch,Democratic,Massachusetts,114
557,Jeff_Miller_(Florida_politician),Republican,Florida,114
558,Joe_Wilson_(American_politician),Republican,South Carolina,114
559,Rob_Bishop,Republican,Utah,114
560,Marsha_Blackburn,Republican,Tennessee,114
561,Michael_C._Burgess,Republican,Texas,114
562,John_Carter_(Texas_politician),Republican,Texas,114
563,Tom_Cole,Republican,Oklahoma,114
564,Mario_Díaz-Balart,Republican,Florida,114
565,Trent_Franks,Republican,Arizona,114
566,Scott_Garrett,Republican,New Jersey,114
567,Raúl_Grijalva,Democratic,Arizona,114
568,Jeb_Hensarling,Republican,Texas,114
569,Steve_King,Republican,Iowa,114
570,John_Kline_(politician),Republican,Minnesota,114
571,Candice_Miller,Republican,Michigan,114
572,Tim_Murphy_(American_politician),Republican,Pennsylvania,114
573,Devin_Nunes,Republican,California,114
574,Mike_Rogers_(Alabama_politician),Republican,Alabama,114
575,Dutch_Ruppersberger,Democratic,Maryland,114
576,Tim_Ryan_(politician),Democratic,Ohio,114
577,Linda_Sánchez,Democratic,California,114
578,David_Scott_(Georgia_politician),Democratic,Georgia,114
579,Mike_Turner,Republican,Ohio,114
580,Chris_Van_Hollen,Democratic,Maryland,114
581,Randy_Neugebauer,Republican,Texas,114
582,G._K._Butterfield,Democratic,North Carolina,114
583,Charles_Boustany,Republican,Louisiana,114
584,Emanuel_Cleaver,Democratic,Missouri,114
585,Mike_Conaway,Republican,Texas,114
586,Jim_Costa,Democratic,California,114
587,Henry_Cuellar,Democratic,Texas,114
588,Charlie_Dent,Republican,Pennsylvania,114
589,Jeff_Fortenberry,Republican,Nebraska,114
590,Virginia_Foxx,Republican,North Carolina,114
591,Louie_Gohmert,Republican,Texas,114
592,Al_Green_(politician),Democratic,Texas,114
593,Brian_Higgins,Democratic,New York,114
594,Dan_Lipinski,Democratic,Illinois,114
595,Kenny_Marchant,Republican,Texas,114
596,Michael_McCaul,Republican,Texas,114
597,Patrick_McHenry,Republican,North Carolina,114
598,Cathy_McMorris_Rodgers,Republican,Washington,114
599,Gwen_Moore,Democratic,Wisconsin,114
600,Ted_Poe,Republican,Texas,114
601,Tom_Price_(American_politician),Republican,Georgia,114
602,Dave_Reichert,Republican,Washington,114
603,Debbie_Wasserman_Schultz,Democratic,Florida,114
604,Lynn_Westmoreland,Republican,Georgia,114
605,Doris_Matsui,Democratic,California,114
606,Albio_Sires,Democratic,New Jersey,114
607,Steve_Pearce_(politician),Republican,New Mexico,114
608,Gus_Bilirakis,Republican,Florida,114
609,Vern_Buchanan,Republican,Florida,114
610,Kathy_Castor,Democratic,Florida,114
611,Yvette_Clarke,Democratic,New York,114
612,Steve_Cohen,Democratic,Tennessee,114
613,Joe_Courtney_(politician),Democratic,Connecticut,114
614,Keith_Ellison,Democratic,Minnesota,114
615,Hank_Johnson,Democratic,Georgia,114
616,Jim_Jordan_(American_politician),Republican,Ohio,114
617,Doug_Lamborn,Republican,Colorado,114
618,Dave_Loebsack,Democratic,Iowa,114
619,Kevin_McCarthy_(California_politician),Republican,California,114
620,Jerry_McNerney,Democratic,California,114
621,Ed_Perlmutter,Democratic,Colorado,114
622,Peter_Roskam,Republican,Illinois,114
623,John_Sarbanes,Democratic,Maryland,114
624,Adrian_Smith_(politician),Republican,Nebraska,114
625,Tim_Walz,Democratic,Minnesota,114
626,Peter_Welch,Democratic,Vermont,114
627,John_Yarmuth,Democratic,Kentucky,114
628,Niki_Tsongas,Democratic,Massachusetts,114
629,Bob_Latta,Republican,Ohio,114
630,Rob_Wittman,Republican,Virginia,114
631,André_Carson,Democratic,Indiana,114
632,Jackie_Speier,Democratic,California,114
633,Steve_Scalise,Republican,Louisiana,114
634,Donna_Edwards,Democratic,Maryland,114
635,Marcia_Fudge,Democratic,Ohio,114
636,Rick_Nolan,Democratic,Minnesota,114
637,Matt_Salmon,Republican,Arizona,114
638,Mark_Sanford,Republican,South Carolina,114
639,Jason_Chaffetz,Republican,Utah,114
640,Mike_Coffman,Republican,Colorado,114
641,Gerry_Connolly,Democratic,Virginia,114
642,John_Fleming_(American_politician),Republican,Louisiana,114
643,Brett_Guthrie,Republican,Kentucky,114
644,Gregg_Harper,Republican,Mississippi,114
645,Jim_Himes,Democratic,Connecticut,114
646,Duncan_D._Hunter,Republican,California,114
647,Lynn_Jenkins,Republican,Kansas,114
648,Leonard_Lance,Republican,New Jersey,114
649,Blaine_Luetkemeyer,Republican,Missouri,114
650,Ben_Ray_Luján,Democratic,New Mexico,114
651,Cynthia_Lummis,Republican,Wyoming,114
652,Tom_McClintock,Republican,California,114
653,Pete_Olson,Republican,Texas,114
654,Erik_Paulsen,Republican,Minnesota,114
655,Chellie_Pingree,Democratic,Maine,114
656,Jared_Polis,Democratic,Colorado,114
657,Bill_Posey,Republican,Florida,114
658,Phil_Roe_(politician),Republican,Tennessee,114
659,Tom_Rooney_(Florida_politician),Republican,Florida,114
660,Aaron_Schock,Republican,Illinois,114
661,Kurt_Schrader,Democratic,Oregon,114
662,Glenn_Thompson_(politician),Republican,Pennsylvania,114
663,Paul_Tonko,Democratic,New York,114
664,Mike_Quigley_(politician),Democratic,Illinois,114
665,Judy_Chu,Democratic,California,114
666,John_Garamendi,Democratic,California,114
667,Ted_Deutch,Democratic,Florida,114
668,Tom_Graves,Republican,Georgia,114
669,Tom_Reed_(politician),Republican,New York,114
670,Marlin_Stutzman,Republican,Indiana,114
671,Mike_Fitzpatrick,Republican,Pennsylvania,114
672,Tim_Walberg,Republican,Michigan,114
673,Bill_Foster_(politician),Democratic,Illinois,114
674,Justin_Amash,Republican,Michigan,114
675,Lou_Barletta,Republican,Pennsylvania,114
676,Karen_Bass,Democratic,California,114
677,Dan_Benishek,Republican,Michigan,114
678,Diane_Black,Republican,Tennessee,114
679,Mo_Brooks,Republican,Alabama,114
680,Larry_Bucshon,Republican,Indiana,114
681,John_Carney_(politician),Democratic,Delaware,114
682,David_Cicilline,Democratic,Rhode Island,114
683,Rick_Crawford_(politician),Republican,Arkansas,114
684,Jeff_Denham,Republican,California,114
685,Scott_DesJarlais,Republican,Tennessee,114
686,Sean_Duffy,Republican,Wisconsin,114
687,Jeff_Duncan_(politician),Republican,South Carolina,114
688,Renee_Ellmers,Republican,North Carolina,114
689,Blake_Farenthold,Republican,Texas,114
690,Stephen_Fincher,Republican,Tennessee,114
691,Chuck_Fleischmann,Republican,Tennessee,114
692,Bill_Flores,Republican,Texas,114
693,Bob_Gibbs,Republican,Ohio,114
694,Chris_Gibson_(New_York_politician),Republican,New York,114
695,Paul_Gosar,Republican,Arizona,114
696,Trey_Gowdy,Republican,South Carolina,114
697,Morgan_Griffith,Republican,Virginia,114
698,Michael_Grimm_(politician),Republican,New York,114
699,Richard_L._Hanna,Republican,New York,114
700,Andy_Harris_(politician),Republican,Maryland,114
701,Vicky_Hartzler,Republican,Missouri,114
702,Joe_Heck,Republican,Nevada,114
703,Jaime_Herrera_Beutler,Republican,Washington,114
704,Tim_Huelskamp,Republican,Kansas,114
705,Bill_Huizenga,Republican,Michigan,114
706,Randy_Hultgren,Republican,Illinois,114
707,Robert_Hurt_(politician),Republican,Virginia,114
708,Bill_Johnson_(Ohio_politician),Republican,Ohio,114
709,Bill_Keating_(politician),Democratic,Massachusetts,114
710,Mike_Kelly_(Pennsylvania_politician),Republican,Pennsylvania,114
711,Adam_Kinzinger,Republican,Illinois,114
712,Raúl_Labrador,Republican,Idaho,114
713,Billy_Long,Republican,Missouri,114
714,Tom_Marino,Republican,Pennsylvania,114
715,David_McKinley,Republican,West Virginia,114
716,Pat_Meehan,Republican,Pennsylvania,114
717,Mick_Mulvaney,Republican,South Carolina,114
718,Kristi_Noem,Republican,South Dakota,114
719,Rich_Nugent,Republican,Florida,114
720,Alan_Nunnelee,Republican,Mississippi,114
721,Steven_Palazzo,Republican,Mississippi,114
722,Mike_Pompeo,Republican,Kansas,114
723,Jim_Renacci,Republican,Ohio,114
724,Reid_Ribble,Republican,Wisconsin,114
725,Cedric_Richmond,Democratic,Louisiana,114
726,Scott_Rigell,Republican,Virginia,114
727,Martha_Roby,Republican,Alabama,114
728,Todd_Rokita,Republican,Indiana,114
729,Dennis_Ross_(politician),Republican,Florida,114
730,David_Schweikert,Republican,Arizona,114
731,Austin_Scott_(politician),Republican,Georgia,114
732,Terri_Sewell,Democratic,Alabama,114
733,Steve_Stivers,Republican,Ohio,114
734,Scott_Tipton,Republican,Colorado,114
735,Daniel_Webster_(Florida_politician),Republican,Florida,114
736,Frederica_Wilson,Democratic,Florida,114
737,Steve_Womack,Republican,Arkansas,114
738,Rob_Woodall,Republican,Georgia,114
739,Kevin_Yoder,Republican,Kansas,114
740,Todd_Young,Republican,Indiana,114
741,Janice_Hahn,Democratic,California,114
742,Mark_Amodei,Republican,Nevada,114
743,Suzanne_Bonamici,Democratic,Oregon,114
744,Suzan_DelBene,Democratic,Washington,114
745,Thomas_Massie,Republican,Kentucky,114
746,Donald_Payne_Jr.,Democratic,New Jersey,114
747,Alan_Grayson,Democratic,Florida,114
748,Ann_Kirkpatrick,Democratic,Arizona,114
749,Dina_Titus,Democratic,Nevada,114
750,Andy_Barr_(American_politician),Republican,Kentucky,114
751,Joyce_Beatty,Democratic,Ohio,114
752,Ami_Bera,Democratic,California,114
753,Jim_Bridenstine,Republican,Oklahoma,114
754,Susan_Brooks,Republican,Indiana,114
755,Julia_Brownley,Democratic,California,114
756,Cheri_Bustos,Democratic,Illinois,114
757,Tony_Cárdenas,Democratic,California,114
758,Matt_Cartwright,Democratic,Pennsylvania,114
759,Joaquín_Castro,Democratic,Texas,114
760,Chris_Collins_(American_politician),Republican,New York,114
761,Doug_Collins_(politician),Republican,Georgia,114
762,Paul_Cook_(politician),Republican,California,114
763,Kevin_Cramer,Republican,North Dakota,114
764,Rodney_Davis_(politician),Republican,Illinois,114
765,John_Delaney_(Maryland_politician),Democratic,Maryland,114
766,Ron_DeSantis,Republican,Florida,114
767,Tammy_Duckworth,Democratic,Illinois,114
768,Elizabeth_Esty,Democratic,Connecticut,114
769,Lois_Frankel,Democratic,Florida,114
770,Tulsi_Gabbard,Democratic,Hawaii,114
771,Dennis_Heck,Democratic,Washington,114
772,George_Holding,Republican,North Carolina,114
773,Richard_Hudson_(American_politician),Republican,North Carolina,114
774,Jared_Huffman,Democratic,California,114
775,Hakeem_Jeffries,Democratic,New York,114
776,David_Joyce_(politician),Republican,Ohio,114
777,Joe_Kennedy_III,Democratic,Massachusetts,114
778,Dan_Kildee,Democratic,Michigan,114
779,Derek_Kilmer,Democratic,Washington,114
780,Ann_McLane_Kuster,Democratic,New Hampshire,114
781,Doug_LaMalfa,Republican,California,114
782,Alan_Lowenthal,Democratic,California,114
783,Michelle_Lujan_Grisham,Democratic,New Mexico,114
784,Sean_Patrick_Maloney,Democratic,New York,114
785,Mark_Meadows_(North_Carolina_politician),Republican,North Carolina,114
786,Grace_Meng,Democratic,New York,114
787,Luke_Messer,Republican,Indiana,114
788,Markwayne_Mullin,Republican,Oklahoma,114
789,Patrick_Murphy_(Florida_politician),Democratic,Florida,114
790,Beto_O'Rourke,Democratic,Texas,114
791,Scott_Perry_(politician),Republican,Pennsylvania,114
792,Scott_Peters_(politician),Democratic,California,114
793,Robert_Pittenger,Republican,North Carolina,114
794,Mark_Pocan,Democratic,Wisconsin,114
795,Tom_Rice,Republican,South Carolina,114
796,Keith_Rothfus,Republican,Pennsylvania,114
797,Raul_Ruiz_(politician),Democratic,California,114
798,Kyrsten_Sinema,Democratic,Arizona,114
799,Chris_Stewart_(politician),Republican,Utah,114
800,Eric_Swalwell,Democratic,California,114
801,Mark_Takano,Democratic,California,114
802,David_Valadao,Republican,California,114
803,Juan_Vargas,Democratic,California,114
804,Marc_Veasey,Democratic,Texas,114
805,Filemon_Vela_Jr.,Democratic,Texas,114
806,Ann_Wagner,Republican,Missouri,114
807,Jackie_Walorski,Republican,Indiana,114
808,Randy_Weber,Republican,Texas,114
809,Brad_Wenstrup,Republican,Ohio,114
810,Roger_Williams_(American_politician),Republican,Texas,114
811,Ted_Yoho,Republican,Florida,114
812,Robin_Kelly,Democratic,Illinois,114
813,Jason_Smith_(politician),Republican,Missouri,114
814,Katherine_Clark,Democratic,Massachusetts,114
815,Bradley_Byrne,Republican,Alabama,114
816,David_Jolly,Republican,Florida,114
817,Curt_Clawson,Republican,Florida,114
818,Alma_Adams,Democratic,North Carolina,114
819,Dave_Brat,Republican,Virginia,114
820,Donald_Norcross,Democratic,New Jersey,114
821,Bob_Dold,Republican,Illinois,114
822,Frank_Guinta,Republican,New Hampshire,114
823,Ralph_Abraham_(politician),Republican,Louisiana,114
824,Pete_Aguilar,Democratic,California,114
825,Rick_W._Allen,Republican,Georgia,114
826,Brad_Ashford,Democratic,Nebraska,114
827,Brian_Babin,Republican,Texas,114
828,Don_Beyer,Democratic,Virginia,114
829,Mike_Bishop_(politician),Republican,Michigan,114
830,Rod_Blum,Republican,Iowa,114
831,Mike_Bost,Republican,Illinois,114
832,Brendan_Boyle,Democratic,Pennsylvania,114
833,Ken_Buck,Republican,Colorado,114
834,Buddy_Carter,Republican,Georgia,114
835,Barbara_Comstock,Republican,Virginia,114
836,Ryan_Costello,Republican,Pennsylvania,114
837,Carlos_Curbelo,Republican,Florida,114
838,Mark_DeSaulnier,Democratic,California,114
839,Debbie_Dingell,Democratic,Michigan,114
840,Tom_Emmer,Republican,Minnesota,114
841,Ruben_Gallego,Democratic,Arizona,114
842,Gwen_Graham,Democratic,Florida,114
843,Garret_Graves,Republican,Louisiana,114
844,Glenn_Grothman,Republican,Wisconsin,114
845,Cresent_Hardy,Republican,Nevada,114
846,Jody_Hice,Republican,Georgia,114
847,French_Hill_(politician),Republican,Arkansas,114
848,Will_Hurd,Republican,Texas,114
849,Evan_Jenkins_(politician),Republican,West Virginia,114
850,John_Katko,Republican,New York,114
851,Steve_Knight_(politician),Republican,California,114
852,Brenda_Lawrence,Democratic,Michigan,114
853,Ted_Lieu,Democratic,California,114
854,Barry_Loudermilk,Republican,Georgia,114
855,Mia_Love,Republican,Utah,114
856,Tom_MacArthur,Republican,New Jersey,114
857,Martha_McSally,Republican,Arizona,114
858,John_Moolenaar,Republican,Michigan,114
859,Alex_Mooney,Republican,West Virginia,114
860,Seth_Moulton,Democratic,Massachusetts,114
861,Dan_Newhouse,Republican,Washington,114
862,Gary_Palmer_(politician),Republican,Alabama,114
863,Bruce_Poliquin,Republican,Maine,114
864,John_Ratcliffe_(American_politician),Republican,Texas,114
865,Kathleen_Rice,Democratic,New York,114
866,David_Rouzer,Republican,North Carolina,114
867,Steve_Russell_(politician),Republican,Oklahoma,114
868,Elise_Stefanik,Republican,New York,114
869,Mark_Takai,Democratic,Hawaii,114
870,Norma_Torres,Democratic,California,114
871,Dave_Trott_(politician),Republican,Michigan,114
872,Mark_Walker_(North_Carolina_politician),Republican,North Carolina,114
873,Mimi_Walters,Republican,California,114
874,Bonnie_Watson_Coleman,Democratic,New Jersey,114
875,Bruce_Westerman,Republican,Arkansas,114
876,David_Young_(Iowa_politician),Republican,Iowa,114
877,Lee_Zeldin,Republican,New York,114
878,Ryan_Zinke,Republican,Montana,114
879,Dan_Donovan_(politician),Republican,New York,114
880,Trent_Kelly,Republican,Mississippi,114
881,Darin_LaHood,Republican,Illinois,114
882,Warren_Davidson,Republican,Ohio,114
883,Colleen_Hanabusa,Democratic,Hawaii,114
884,James_Comer_(politician),Republican,Kentucky,114
885,Dwight_Evans_(politician),Democratic,Pennsylvania,114
886,John_Conyers,Democratic,Michigan,115
887,Don_Young,Republican,Alaska,115
888,Jim_Sensenbrenner,Republican,Wisconsin,115
889,Hal_Rogers,Republican,Kentucky,115
890,Chris_Smith_(New_Jersey_politician),Republican,New Jersey,115
891,Steny_Hoyer,Democratic,Maryland,115
892,Marcy_Kaptur,Democratic,Ohio,115
893,Sander_Levin,Democratic,Michigan,115
894,Joe_Barton,Republican,Texas,115
